1432.01 2442.85 2831.63
-1516.12 2469.49 2897.76
3282.21 -1417.58 3575.26
100.562 35.673 106.702
-1594.15 1492.23 2183.59
-892.273 -1351.39 1619.39
-2976.58 -2268.83 3742.68
1137.11 -1109.75 1588.89
2665.07 627.27 2737.9
-402.811 105.292 416.345
-2397.66 -860.134 2547.28
4360.32 -3840.6 5810.56
1348.37 -1105.15 1743.41
1370.18 627.819 1507.16
677.921 -2071.17 2179.29
-2150.39 -2674.57 3431.84
-2636.49 1544.38 3055.51
3075.25 -268.358 3086.94
5076.84 -4792.31 6981.45
290.075 1936.06 1957.67
1253.45 -5247.1 5394.74
1777.54 3263.51 3716.2
2717.32 1170.4 2958.66
562.447 1115.04 1248.86
199.488 -1285.77 1301.16
-316.522 2223.29 2245.71
-213.72 -4170.73 4176.21
-996.126 289.053 1037.22
-275.705 -810.347 855.964
-1308.37 -791.994 1529.41
-290.357 1863.53 1886.02
566.777 -3850.66 3892.15
-728.663 674.764 993.104
-2503.73 -646.957 2585.97
-2450.91 -944.149 2626.48
-303.54 -1127.17 1167.33
-1170.22 543.051 1290.08
-1487.9 -2081.72 2558.79
249.24 3329.17 3338.49
3079.09 372.815 3101.58
-2648.68 -395.211 2678.01
2052.29 4230.01 4701.59
852.032 -225.667 881.41
1517.27 -2452.41 2883.82
-1082.21 9.08393 1082.25
2334.82 -1852.19 2980.26
66.5996 2175.04 2176.06
435.655 -3020.59 3051.85
-3919.99 -1607.13 4236.65
547.356 -875.497 1032.52
296.021 -2038.15 2059.53
2256.85 -7429.06 7764.3
1377.15 -78.8536 1379.4
1623.29 754.249 1789.96
652.571 3305.1 3368.91
778.114 -468.569 908.305
452.063 -2412.62 2454.61
574.532 -12.3678 574.666
927.402 1922.29 2134.31
1313.09 -1058.78 1686.78
-1448.93 -738.771 1626.4
1186.5 9.93453 1186.54
-2640.6 856.787 2776.13
3244.95 2217.95 3930.52
1039.75 1782.57 2063.64
-2325.57 -1489.39 2761.62
-156.614 140.117 210.144
-84.5372 1297.22 1299.97
