0.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00
1.000000000000000056e-01 9.899999999999999911e-01 0.000000000000000000e+00
1.890000000000000013e-01 1.005099999999999882e+00 9.899999999999999946e-04
2.706099999999999617e-01 1.042297128899999814e+00 2.863239000000000062e-03
3.477787128899999525e-01 1.099518909399942013e+00 5.607446220516288694e-03
4.229527325409941918e-01 1.175448897024150785e+00 9.281807032395804347e-03
4.982023489893098733e-01 1.269393333532685020e+00 1.400588540778520581e-02
5.753214474436474379e-01 1.381180209794587332e+00 1.995654253581780752e-02
6.559073236787413830e-01 1.511083955288176517e+00 2.737059404299142448e-02
7.414249868396849408e-01 1.659770420924117751e+00 3.655202186484787091e-02
8.332595302481282662e-01 1.828257957601496786e+00 4.788325390669088272e-02
9.327593729834651182e-01 2.017891268810943384e+00 6.184050080508005087e-02
1.041272562566212923e+00 2.230325376301141027e+00 7.901349073006029566e-02
1.160177843939705689e+00 2.467517517379985037e+00 1.001302305099674439e-01
1.290911811283733668e+00 2.731725114441649005e+00 1.260876825616752961e-01
1.434993141599525179e+00 3.025508135331403281e+00 1.579895065141619648e-01
1.594044640972712923e+00 3.351734200795045471e+00 1.971922872476589705e-01
1.769813596954946222e+00 3.713584685942990404e+00 2.453619656618110934e-01
1.964190705853750663e+00 4.114559788892258041e+00 3.045425066170851514e-01
2.179227614157601245e+00 4.558480071856426008e+00 3.772391740675136163e-01
2.417152859927483632e+00 5.049481274424563182e+00 4.665191192708130763e-01
2.680385701377191676e+00 5.591998196428625612e+00 5.761322904598474848e-01
2.971546950882335114e+00 6.190732072274134801e+00 7.106558827925948396e-01
3.293465463021515216e+00 6.850594016055588042e+00 8.756655693824157982e-01
3.649178318324922454e+00 7.576614698551230376e+00 1.077936435462827358e+00
4.041921956347553468e+00 8.373807308458715681e+00 1.325675644693036004e+00
4.475110491558670134e+00 9.246966949508216516e+00 1.628787050350717358e+00
4.952296137353624950e+00 1.020038488272740729e+01 1.999164717116436396e+00
5.477105011891003628e+00 1.123745051117344573e+01 2.451006924535843901e+00
6.053139561819247838e+00 1.236010803592891349e+01 3.001133705037806632e+00
6.683836409230214493e+00 1.356812903442170182e+01 3.669278062309878408e+00
7.372265671749363314e+00 1.485815830330047405e+01 4.478302195768962157e+00
8.120854934904475186e+00 1.622249080274893629e+01 5.454263707930188332e+00
8.931018521688921297e+00 1.764754678495941320e+01 6.626221620638178322e+00
9.802671348015969954e+00 1.911203686730469897e+01 8.025628049409602838e+00
1.073360789994484321e+01 2.058485839433783582e+01 9.685101463438872571e+00
1.171873294938414212e+01 2.202285096958332034e+01 1.163633007788760843e+01
1.274914475140406012e+01 2.336867525029700943e+01 1.390682703544359811e+01
1.381109780129335540e+01 2.454927317656895625e+01 1.651528454864433826e+01
1.488491533882091566e+01 2.547561279395144496e+01 1.946540108860310525e+01
1.594398508433396877e+01 2.604467702831666287e+01 2.273834712266585711e+01
1.695405427873223658e+01 2.614482785545506260e+01 2.628455062005253140e+01
1.787313163640451918e+01 2.566559616753901452e+01 3.001623757587942265e+01
1.865237808951797049e+01 2.451238146073190904e+01 3.380305036214821257e+01
1.923837842663936470e+01 2.262527940916602631e+01 3.747377775462488358e+01
1.957706852489203087e+01 1.999927404654167162e+01 4.082721388732142742e+01
1.961928907705699388e+01 1.670077679777411106e+01 4.365375976823193582e+01
1.932743784912870666e+01 1.287403397712719055e+01 4.576623318581511768e+01
1.868209746192855647e+01 8.731712824762361436e+00 4.703402121646502110e+01
1.768705899821193839e+01 4.527978378072726073e+00 4.741104775071043775e+01
1.637115093619801698e+01 5.188433565063945707e-01 4.694761935118082619e+01
1.478592017822885474e+01 -3.079422967942686995e+00 4.578062346416543704e+01
1.299938586361170145e+01 -6.121235136213057260e+00 4.410448581646430455e+01
1.108732376362922523e+01 -8.543488613392090869e+00 4.213264321971661275e+01
9.124242525927094505e+00 -1.035760535029562135e+01 4.006186182391525819e+01
7.176057738304822742e+00 -1.162831009852672004e+01 3.804849247657147515e+01
5.295620954621668375e+00 -1.244839435163858354e+01 3.619941176387015958e+01
3.521219423995643361e+00 -1.291698880428407037e+01 3.457487433703430924e+01
1.877398601167672210e+00 -1.312497125122005670e+01 3.319804216927493457e+01
3.771616159288995185e-01 -1.314763146771695901e+01 3.206635301808687188e+01
-9.753176924356863342e-01 -1.304280672427004717e+01 3.116166245163786996e+01
-2.182066595619122751e+00 -1.285228287298835603e+01 3.045789358783285650e+01
-3.249088223356046079e+00 -1.260466517145393439e+01 2.992612846350327160e+01
-4.184645918165834644e+00 -1.231856425996432058e+01 2.953763506282235696e+01
-4.998037752345683593e+00 -1.200549465692702000e+01 2.926545309096166037e+01
-5.698783442803817323e+00 -1.167225075456289041e+01 2.908508016384507400e+01
-6.296130173979724631e+00 -1.132272837501479579e+01 2.897465431954611148e+01
-6.798789994083231925e+00 -1.095925168134031757e+01 2.891489058876195273e+01
-7.214836162808940578e+00 -1.058349397489886101e+01 2.888892334646566340e+01
-7.551701944017932711e+00 -1.019707958720514895e+01 2.888213380781628814e+01
-7.816239708336654601e+00 -9.801941617098856696e+00 2.888199663036121478e+01
-8.014809899212874456e+00 -9.400496038829283307e+00 2.887795330641523961e+01
-8.153378513174516229e+00 -8.995680492951569462e+00 2.886130643867270251e+01
-8.237608711152221375e+00 -8.590896758523490107e+00 2.882512348073424135e+01
-8.272937515889347893e+00 -8.189889085876961516e+00 2.876413798099422081e+01
-8.264632672888108544e+00 -7.796585411838680812e+00 2.867463870819628369e+01
-8.217827946783165416e+00 -7.414924166432110830e+00 2.855434082129416495e+01
-8.137537568748060224e+00 -7.048685311431555078e+00 2.840223744310815590e+01
-8.028652343016409176e+00 -6.701340108206299995e+00 2.821843385994583997e+01
-7.895921119535397992e+00 -6.375929841619261573e+00 2.800396958995828811e+01
-7.743921991743784261e+00 -6.074979473925131046e+00 2.776063545849057590e+01
-7.577027739961918584e+00 -5.800448222803951559e+00 2.749079351773936963e+01
-7.399369788246121793e+00 -5.553715624791626837e+00 2.719720726148363710e+01
-7.214804371900672031e+00 -5.335598978252340530e+00 2.688288835724334191e+01
-7.026883832535839147e+00 -5.146396276953415949e+00 2.655096436273355565e+01
-6.838835076977597183e+00 -4.985947850130565406e+00 2.620456993433746007e+01
-6.653546354292894094e+00 -4.853709820433063094e+00 2.584676215324966719e+01
-6.473562700906910550e+00 -4.748833009851657572e+00 2.548045899530172420e+01
-6.301089731801384985e+00 -4.670241865440136309e+00 2.510839877121445696e+01
-6.138004945165260295e+00 -4.616709142943341782e+00 2.473311760128227732e+01
-5.985875364943068710e+00 -4.586923306344977469e+00 2.435694163407917401e+01
-5.845980159083259409e+00 -4.579546745589388124e+00 2.398199070270706557e+01
-5.719336817733871925e+00 -4.593263899670862571e+00 2.361019034475797440e+01
-5.606729525927571345e+00 -4.626819155982831333e+00 2.324328950224731472e+01
-5.508738488933097699e+00 -4.679044970585572116e+00 2.288288168458381477e+01
-5.425769137098344963e+00 -4.748881032377299860e+00 2.253042785753738286e+01
-5.358080326626240009e+00 -4.835385505177641541e+00 2.218727976941529789e+01
-5.305810844481380073e+00 -4.937739459443860390e+00 2.185470281503368284e+01
-5.269003705977628016e+00 -5.055245583980531698e+00 2.153389785567752668e+01
-5.247627893777918828e+00 -5.187322178578047449e+00 2.122602165669233187e+01
-5.241597322257931957e+00 -5.333493297040818426e+00 2.093220577809706029e+01
-5.250786919736220248e+00 -5.493375757080637634e+00 2.065357386585496968e+01
-5.275045803470661987e+00 -5.666663574437515116e+00 2.039125735180358845e+01
-5.314207580567347655e+00 -5.853110224349587831e+00 2.014640958816899285e+01
-5.368097844945571850e+00 -6.052508991701305519e+00 1.992021842639250195e+01
-5.436538959621144862e+00 -6.264671546965058901e+00 1.971391720643735823e+01
-5.519352218355535911e+00 -6.489404782005270711e+00 1.952879405694208614e+01
-5.616357474720508947e+00 -6.726485860774184644e+00 1.936619932221730878e+01
-5.727370313325876872e+00 -6.975635387643945862e+00 1.922755083171912460e+01
-5.852196820757683327e+00 -7.236488573783451450e+00 1.911433661323105682e+01
-5.990625996060259695e+00 -7.508564293646608157e+00 1.902811452446101015e+01
-6.142419825818894452e+00 -7.791231974462727194e+00 1.897050814164814270e+01
-6.307301040683277904e+00 -8.083676358021641306e+00 1.894319810201246668e+01
-6.484938572417114244e+00 -8.384860323585316522e+00 1.894790795568043507e+01
-6.674930747533934117e+00 -8.693486171769730930e+00 1.898638345156310692e+01
-6.876786289957514064e+00 -9.007956050082436050e+00 1.906036407436682723e+01
-7.089903265970006530e+00 -9.326332558588944721e+00 1.917154558570784673e+01
-7.313546195231900526e+00 -9.646301012877527725e+00 1.932153232675559096e+01
-7.546821676996462891e+00 -9.965135359212792920e+00 1.951177814541669520e+01
-7.788653045218095983e+00 -1.027967032222401578e+01 1.974351505697002551e+01
-8.037754772918688673e+00 -1.058628299358850988e+01 2.001766917770777354e+01
-8.292607594985671682e+00 -1.088088769712401671e+01 2.033476413289407247e+01
-8.551435605199506185e+00 -1.115894852399239845e+01 2.069481307559046357e+01
-8.812186897078795766e+00 -1.141551432627682416e+01 2.109720169082129004e+01
-9.072519639998597896e+00 -1.164528106423491494e+01 2.154056610342704303e+01
-9.329795782422229067e+00 -1.184268607329191525e+01 2.202267141902140679e+01
-9.581084811509198218e+00 -1.200203788893598933e+01 2.254029860697232834e+01
-9.823180119251876619e+00 -1.211768358662248346e+01 2.308914940670149107e+01
-1.005263046598893695e+01 -1.218421304634576430e+01 2.366378064085106558e+01
-1.026578872402462039e+01 -1.219669611027255485e+01 2.425758040316632247e+01
-1.045887946264941348e+01 -1.215094437642652991e+01 2.486279864640712844e+01
-1.062808595402712442e+01 -1.204378465685566546e+01 2.547064330840696655e+01
-1.076965582430997870e+01 -1.187332643493273920e+01 2.607144993896466545e+01
-1.088002288537225404e+01 -1.163920169982713837e+01 2.665492766586467965e+01
-1.095594076681774176e+01 -1.134275317404643246e+01 2.721047740339078302e+01
-1.099462200754061136e+01 -1.098714704732658376e+01 2.772756999170856318e+01
-1.099387451151920914e+01 -1.057738956627385463e+01 2.819616341252921998e+01
-1.095222601699467369e+01 -1.012023347585456357e+01 2.860713065703911440e+01
-1.086902676288066338e+01 -9.623970038808788985e+00 2.895266468324122044e+01
-1.074452109047347648e+01 -9.098114156152281140e+00 2.922662550419119754e+01
-1.057988039704135730e+01 -8.553002345877604995e+00 2.942479761842256636e+01
-1.037719259192498278e+01 -7.999334026578586609e+00 2.954503376714795593e+01
-1.013940673539034343e+01 -7.447693778927834352e+00 2.958727249803345671e+01
-9.870235439744092787e+00 -6.908094624502242986e+00 2.955343052940441950e+01
-9.574021358219907185e+00 -6.389579364419818219e+00 2.944718425245897819e+01
-9.255577158839898289e+00 -5.899909200605804926e+00 2.927366569877670344e+01
-8.920010363016489308e+00 -5.445357682338594962e+00 2.903910526183955554e+01
-8.572545094948699429e+00 -5.030615497585976037e+00 2.875045559109175031e+01
-8.218352135212427356e+00 -4.658799845797751082e+00 2.841502855741333988e+01
-7.862396906270959995e+00 -4.331552774973480346e+00 2.804017103915137810e+01
-7.509312493141211853e+00 -4.049206933496162009e+00 2.763299701614701576e+01
-7.163301937176706602e+00 -3.810994890283637027e+00 2.720018469784659487e+01
-6.828071232487399556e+00 -3.615279068298490106e+00 2.674783951003874449e+01
-6.506792016068508211e+00 -3.459782550840500903e+00 2.628141761980767299e+01
-6.202091069545707214e+00 -3.341805545953955292e+00 2.580570067140422452e+01
-5.916062517186531977e+00 -3.258417201105984873e+00 2.532481047682730591e+01
-5.650297985578477622e+00 -3.206617038223449789e+00 2.484225219613343327e+01
-5.405929890842974928e+00 -3.183464088825382454e+00 2.436097555548582960e+01
-5.183683310641216124e+00 -3.186174661392913610e+00 2.388344537741493667e+01
-4.983932445716385828e+00 -3.212191570404119290e+00 2.341171470485437567e+01
-4.806758358185159175e+00 -3.259228720855383177e+00 2.294749577062086487e+01
-4.652005394452181974e+00 -3.325295352244614921e+00 2.249222579902306407e+01
-4.519334390231425580e+00 -3.408704189832295839e+00 2.204712603021700446e+01
-4.408271370191512162e+00 -3.508067396750567557e+00 2.161325341012356915e+01
-4.318250972847417657e+00 -3.622283703085521722e+00 2.119154511655158402e+01
-4.248654245871228419e+00 -3.750519506109633028e+00 2.078285654802465743e+01
-4.198840771895069324e+00 -3.892186155375367385e+00 2.038799364631588773e+01
-4.168175310243099396e+00 -4.046915097002493411e+00 2.000774051495741901e+01
-4.156049288919039242e+00 -4.214532073311282545e+00 1.964288328379164739e+01
-4.161897567358263217e+00 -4.395031163768710059e+00 1.929423109315465368e+01
-4.185210926999308079e+00 -4.588549109464103992e+00 1.896263495909338914e+01
-4.225544745245787936e+00 -4.795340079764322638e+00 1.864900515223758504e+01
-4.282524278697641407e+00 -5.015750808027134688e+00 1.835432758893506389e+01
-4.355846931630591001e+00 -5.250195834433430520e+00 1.807967959934286384e+01
-4.445281821910874953e+00 -5.499132439920125570e+00 1.782624530418582154e+01
-4.550666883711800281e+00 -5.763034728962429298e+00 1.759533069745543798e+01
-4.671903668236863538e+00 -6.042366215472074309e+00 1.738837839176433064e+01
-4.808949922960384704e+00 -6.337550182444825708e+00 1.720698183018622629e+01
-4.961809948908828538e+00 -6.648937021893925881e+00 1.705289859599751523e+01
-5.130522656207338272e+00 -6.976767719788655064e+00 1.692806225208659754e+01
-5.315147162565470040e+00 -7.321132637542418387e+00 1.683459190723233689e+01
-5.515745710063164609e+00 -7.681924767721626246e+00 1.677479843002479853e+01
-5.732363615829010328e+00 -8.058786722784365253e+00 1.675118590771668892e+01
-5.965005926524545643e+00 -8.451050873319946533e+00 1.676644657481839573e+01
-6.213610421204085910e+00 -8.857672314362394772e+00 1.682344701827037881e+01
-6.478016610519916618e+00 -9.277154739386796578e+00 1.692520301445116715e+01
-6.757930423406604881e+00 -9.707469881982543569e+00 1.707483989240024869e+01
-7.052884369264198483e+00 -1.014597198917788567e+01 1.727553488910044166e+01
-7.362193131255566847e+00 -1.058930986170200761e+01 1.753043763125907972e+01
-7.684904804300210834e+00 -1.103334037073128293e+01 1.784256473771109697e+01
-8.019748360943317778e+00 -1.147304905336028824e+01 1.821466471559725875e+01
-8.365078430185015179e+00 -1.190248537808208340e+01 1.864904998658841606e+01
-8.718819124974722001e+00 -1.231472247398498787e+01 1.914739422396392854e+01
-9.078409459875748766e+00 -1.270185336095554618e+01 1.971049542290758794e+01
-9.440753849983728685e+00 -1.305503771125330914e+01 2.033800846873058532e+01
-9.802182236110686731e+00 -1.336461447911500855e+01 2.102815555157307870e+01
-1.015842546041111838e+01 -1.362029576529351083e+01 2.177742860326095098e+01
-1.050461249089935833e+01 -1.381145532088684114e+01 2.258030476664553277e+01
-1.083529677389810608e+01 -1.392752037540262222e+01 2.342900316701451402e+01
-1.114451913404855787e+01 -1.395846734081111329e+01 2.431331791514746143e+01
-1.142591395472481253e+01 -1.389541008373947584e+01 2.522056683436014168e+01
-1.167286356762627975e+01 -1.373125420619543036e+01 2.613569598526810012e+01
-1.187870263148319516e+01 -1.346137342123012104e+01 2.704157466194075354e+01
-1.203696971045788722e+01 -1.308424710392616852e+01 2.791950252311044167e+01
-1.214169744980471499e+01 -1.260198499848404907e+01 2.874992931656855433e+01
-1.218772620467264822e+01 -1.202066007629992406e+01 2.951335942597910389e+01
-1.217101959183537652e+01 -1.135037758606580738e+01 3.019138164604682473e+01
-1.208895539125841978e+01 -1.060502973297784379e+01 3.076773481523293796e+01
-1.194056282543036218e+01 -9.801720546748473595e+00 3.122929920047610963e+01
-1.172667859756217368e+01 -8.959889956664108368e+00 3.156689848832102996e+01
-1.144999973347236732e+01 -8.100211977543890995e+00 3.177581202654572223e+01
-1.111502095787951916e+01 -7.243379398788378332e+00 3.185593128901064119e+01
-1.072785680197040570e+01 -6.408907405169141924e+00 3.181154292620441382e+01
-1.029596186229027843e+01 -5.614085759989496438e+00 3.165077352383638498e+01
-9.827774252060200055e+00 -4.873183796828107539e+00 3.138477702529887026e+01
-9.332315206536991425e+00 -4.196970486316049076e+00 3.102677514039780959e+01
-8.818780734514897190e+00 -3.592563128561752528e+00 3.059106898489554283e+01
-8.296158973919583346e+00 -3.063573382782729393e+00 3.009212741035521788e+01
-7.772900414805897995e+00 -2.610486663837298771e+00 2.954382959753075255e+01
-7.256659039709037806e+00 -2.231194447564385008e+00 2.895890467031846072e+01
-6.754112580494572526e+00 -1.921598289456613262e+00 2.834857738601596822e+01
-6.270861151390776378e+00 -1.676215620065546252e+00 2.772240223420363492e+01
-5.811396598258253832e+00 -1.488735399775620305e+00 2.708825132875710651e+01
-5.379130478409990701e+00 -1.352491479095390581e+00 2.645241427836987569e+01
-4.976466578478531133e+00 -1.260839305183864001e+00 2.581976884564993213e+01
-4.604903851149064309e+00 -1.207435389507477419e+00 2.519398692306339527e+01
-4.265157004984905242e+00 -1.186428124321530664e+00 2.457774851053327225e+01
-3.957284116918567740e+00 -1.192573532059958419e+00 2.397294490583933069e+01
-3.680813058432706786e+00 -1.221291284852582093e+00 2.338085989798373276e+01
-3.434860881074694117e+00 -1.268675892313391618e+00 2.280232374979852139e+01
-3.218242382198563956e+00 -1.331476255201097469e+00 2.223783903506992488e+01
-3.029565769498817396e+00 -1.407054527487010986e+00 2.168768012728851957e+01
-2.867314645297636577e+00 -1.493332891252114880e+00 2.115196963288375542e+01
-2.729916469893084230e+00 -1.588734700611418305e+00 2.063073566203410891e+01
-2.615798292964917504e+00 -1.692124620380599964e+00 2.012395384130142872e+01
-2.523430925706485528e+00 -1.802750906360212735e+00 1.963157763913481091e+01
